Betta foerschi|||4,0|5,5|50|5,0|6,0|1|5|22|28
Betta fusca||expert|5,0|7,5|80|5,5|7,0|1|5|22|26
Betta gladiator|Combattant gladiateur||8,0|9,0|120|5,0|6,0|1|5|22|27
Betta hendra||expert|2,7|4,2|50|5,0|6,0|1|5|25|29
Betta hipposideros||expert|7,0|8,0|80|5,0|5,5|1|5|22|28
Betta ibanorum||expert|6,5|8,1|80|5,0|6,0|1|5|23|28
Betta imbellis|Combattant pacifique||5,0|6,0|20|6,0|7,0|5|15|24|32
Betta krataios|||4,0|4,5|50|5,0|7,0|1|8|22|28
Betta kuehnei|||3,5|4,3|20|6,0|7,0|1|5|23|27
Betta macrostoma|Combattant multicolore||8,0|10,0|50|5,0|6,0|1|5|24|26
Betta mahachaiensis|||2,7|4,4|20|6,5|8,0|5|25|23|28
Betta midas||expert|6,0|6,6|50|5,0|5,5|1|3|22|28
Betta miniopinna||expert|2,4|2,8|20|5,0|6,0|1|5|18|24
Betta obscura|Combattant discret|expert|6,0|8,0|80|5,0|6,0|1|5|23|28
Betta ocellata|Combattant ocellé|expert|7,0|8,0|80|5,0|6,0|1|3|23|28
Betta omega||expert|6,0|8,0|80|5,0|6,0|1|5|23|25
Betta pallifina|Combattant pâle|expert|8,0|9,0|80|6,5|7,5|3|8|22|27
Betta pardalotos|||4,5|7,2|80|5,0|6,0|1|5|24|29
Betta patoti|Combattant tigre|expert|8,0|11,0|120|5,0|7,0|1|10|21|27
Betta persephone||expert|2,6|3,2|20|5,0|7,0|1|8|23|28
Betta pi|||6,0|9,0|80|5,0|6,0|1|5|23|28
Betta picta|Combattant décoré|expert|5,0|6,0|50|5,5|7,5|3|12|22|24
Betta pinguis|||7,0|8,0|80|5,0|7,0|1|8|22|27
Betta prima|||4,5|5,0|50|5,5|7,0|1|8|24|27
Betta pugnax|||6,0|8,0|80|5,0|7,5|1|8|22|28
Betta pulchra||expert|5,0|6,0|80|5,0|6,0|1|5|22|27
Betta raja||expert|5,5|6,4|50|5,0|7,0|1|5|23|28
Betta renata|||8,0|14,0|120|5,0|6,0|1|3|23|26
Betta rubra|||4,0|5,0|50|5,5|6,0|1|4|22|27
Betta rutilans|||2,8|3,5|20|5,0|6,0|1|5|24|29
Betta schalleri||expert|4,0|4,5|50|5,0|6,5|1|5|23|26
Betta siamorientalis|||3,5|4,0|20|6,0|7,0|1|8|23|28
Betta simorum||débutant|6,0|6,5|50|5,0|6,0|1|2|25|30
Betta simplex|||5,0|8,0|50|7,0|7,5|8|15|23|28
Betta smaragdina|Combattant émeraude||5,5|7,0|50|5,0|7,0|1|6|22|29
Betta spilotogena|||6,0|7,0|50|5,0|6,5|1|5|22|27
Betta splendens|Combattant du Siam|débutant|5,0|6,5|20|6,0|7,5|3|12|19|30
Betta stigmosa|||4,0|5,0|50|5,5|7,0|1|8|21|25
Betta stiktos|||9,0|12,0|120|6,0|7,5|3|15|22|27
Betta strohi|||6,0|7,0|80|5,0|6,0|1|3|22|25
Betta taeniata|Combattant de Bornéo||5,0|5,5|50|5,5|7,0|1|5|22|27
Betta tomi|||6,0|7,0|200|5,0|6,5|1|5|21|26
Betta tussyae|||3,0|4,0|20|5,0|6,0|1|5|21|26
Betta uberis||expert|3,0|3,6|50|5,0|6,0|1|5|22|27
Betta unimaculata|Combattant géant||8,0|13,0|50|6,0|7,0|1|8|20|25
Betta waseri|||8,0|11,0|120|5,0|6,0|1|5|24|28
Bhavania australis||expert|8,0|9,0|200|6,0|7,5|3|20|16|24
Biotodoma cupido|Cichlidé Cupidon||9,0|10,0|450|5,0|7,5|1|20|24|29
Biotodoma wavrini|||9,0|10,0|450|5,0|6,5|1|5|24|30
Biotoecus opercularis|||3,5|4,0|50|5,0|6,5|1|3|25|30
Boehlkea fredcochui|Tétra bleu de Cochu|débutant|3,5|4,2|80|6,0|7,5|3|12|22|26
Boesemania microlepis|Courbine à petites écailles|expert|50,0|100,0|1500|6,0|8,5|10|30|23|28
Boraras brigittae|Rasbora orné|débutant|1,8|3,5|50|5,0|7,0|1|10|20|28
Boraras maculatus|Rasbora pygmée, Rasbora nain|débutant|2,0|2,5|50|5,0|6,5|3|12|23|27
Boraras merah|Mini-rasbora, Rasbora Phoenix|débutant|1,8|2,0|20|5,0|6,5|1|5|24|26
Boraras micros|||1,0|1,5|20|5,0|7,0|1|8|24|26
Boraras naevus|||1,0|1,2|20|6,0|7,0|1|8|24|26
Boraras urophthalmoides|Rasbora point d'exclamation|débutant|3,5|4,2|50|6,0|7,0|2|10|25|28
Botia almorhae|Loche Yo-yo|débutant|14,0|16,0|450|6,0|7,5|1|10|18|28
Botia dario|Loche du Bengale, loche échelle|débutant|12,0|15,0|300|5,5|7,5|1|10|18|28
Botia histrionica|||10,0|13,0|300|6,0|7,5|1|10|24|28
Botia kubotai|Loche polka|débutant|8,0|13,0|300|6,5|7,5|5|15|22|25
Botia lohachata|Loche réticulée||9,0|13,0|200|6,0|7,5|1|12|24|30
Botia striata|Loche zébrée|débutant|7,0|8,0|200|6,0|7,5|2|12|21|28
Boulengerella maculata|Brochet-Characin maculé||24,0|32,0|800|5,5|7,0|1|15|23|28
Brachirus selheimi|Sole d'eau douce||10,0|15,0|200|6,5|7,5|5|20|22|26
Brachychalcinus orbicularis|Characin disque|débutant|8,0|9,0|200|5,5|7,5|2|30|19|28
Brachygobius xanthomelas|||2,0|2,2|50|5,5|6,5|1|5|24|28
Brachygobius xanthozonus|Poisson abeille||3,5|4,0|50|7,5|8,5|15|20|22|28
Brachyrhaphis rhabdophora|||5,5|7,0|80|6,5|8,0|5|20|23|32
Brachyrhaphis roseni|||4,2|6,0|80|7,0|8,0|5|12|22|30
Brevibora dorsiocellata|||2,0|3,0|50|6,0|6,5|1|10|21|27
Brittanichthys axelrodi|||2,6|2,8|50|5,0|6,0|1|5|23|28
Brittanichthys myersi||expert|2,8|3,2|50|5,0|6,5|1|8|23|27
Brochis multiradiatus|Brochis à nez plat|débutant|7,0|10,0|200|5,5|7,5|1|15|21|24
Brycinus longipinnis|Tétra africain à longues nageoires||11,0|16,0|300|6,0|8,0|5|20|22|26
Buccochromis atritaeniatus||expert|24,0|28,0|800|7,5|8,5|10|20|23|27
Buccochromis heterotaenia||expert|34,0|40,0|1500|7,5|8,5|10|20|23|27
Buccochromis lepturus|||30,0|42,0|800|7,5|9,0|10|30|23|26
Buccochromis nototaenia|||20,0|25,0|800|7,5|9,0|10|30|23|26
Bujurquina pardus|||6,0|8,0|80|6,0|7,0|1|12|24|27
Callichthys callichthys|Cascarudo|débutant|18,0|20,0|450|5,5|8,0|1|30|18|28
Callopanchax occidentalis||expert|7,0|8,0|50|6,0|7,0|1|5|20|24
Callopanchax toddi|Killi de Todd|expert|7,0|8,0|50|6,0|6,5|1|8|22|24
Carassius auratus|Carassin doré, poisson rouge, cyprin doré|débutant|20,0|35,0|50|6,0|8,0|8|25|5|35
Carassius carassius|Carassin commun||25,0|64,0|1500|6,0|8,0|1|30|0|25
Carassius gibelio|Gibèle, Carassin argenté Prusse||20,0|35,0|800|7,0|7,5|8|20|10|20
Carinotetraodon imitator|||3,0|4,5|50|6,0|7,0|3|12|20|30
Carinotetraodon irrubesco||débutant|4,0|5,0|50|6,0|7,5|5|20|20|28
Carinotetraodon lorteti|Tétraodon aux yeux rouges||5,0|6,0|80|6,0|7,0|3|10|24|30
Carinotetraodon salivator|||3,5|4,5|50|6,0|7,0|3|10|24|28
Carinotetraodon travancoricus|Tétraodon nain||2,5|3,0|50|7,0|8,0|5|25|22|28
Carnegiella marthae|Poisson-hachette à ailes noires||2,8|3,5|80|5,0|6,5|1|5|23|27
Carnegiella strigata|Poisson hachette marbré|débutant|3,0|4,0|80|5,0|7,0|1|10|19|28
Centromochlus musaicus|Tatia musaica||5,0|6,2|80|5,5|7,0|1|5|22|26
Centromochlus perugiae|Tatia perugiae||4,0|5,5|50|5,0|8,0|1|25|24|30
Chaca bankanensis||expert|15,0|22,0|450|5,0|6,0|1|5|24|28
Chaetobranchopsis orbicularis|Cichlidé filtreur||12,0|14,0|300|5,5|7,0|1|8|23|27
Chaetostoma formosae|L187B, L444, Pléco Bulldog||7,0|10,0|120|5,5|7,0|1|10|23|26
Chaetostoma thomsoni|Pléco à nez rubané||10,0|12,0|200|5,5|7,5|3|12|16|24
Chagunius chagunio|Chaguni|expert|40,0|50,0|1500|6,0|7,5|5|20|22|25
Chalceus macrolepidotus|||20,0|25,0|800|5,5|8,0|5|25|23|28
Chalinochromis brichardi|||10,0|12,0|200|7,5|8,5|10|25|24|27
Chalinochromis cyanophleps|||12,0|18,0|200|7,5|8,5|10|25|22|26
Channa andrao|Tête de serpent à taches rouges|expert|20,0|25,0|200|6,5|7,5|1|10|20|29
Channa aurantimaculata|Tête de serpent à taches dorées|expert|20,0|40,0|200|6,0|7,5|3|12|22|28
Channa bleheri|Tête de serpent arc-en-ciel|expert|12,0|20,0|120|6,0|7,5|1|10|20|28
Channa harcourtbutleri|Tête de serpent birman|expert|10,0|19,4|120|7,0|7,5|8|15|15|24
Channa micropeltes|Poisson à tête de serpent|expert|50,0|130,0|800|6,0|7,5|3|20|22|28
Channa orientalis|Tête de serpent de Ceylan|expert|10,0|18,0|300|6,0|7,5|5|20|23|28
Characidium zebra||débutant|6,0|7,0|50|6,0|7,0|3|10|23|27
Charax condei|||4,5|5,5|120|5,5|7,0|1|10|23|25
Chindongo bellicosus|||7,5|10,0|450|7,5|8,5|10|20|23|26
Chindongo cyaneus|||6,0|7,8|450|7,5|8,5|10|20|23|26
Chindongo demasoni|||7,0|9,0|||||||
Chindongo elongatus|Mbuna allongé|débutant|8,0|9,5|300|7,5|8,5|10|20|22|26
Chindongo flavus||débutant|6,0|8,0|200|7,5|8,5|10|30|22|26
Chindongo heteropictus|||7,5|10,0|300|7,5|8,5|10|20|23|26
Chindongo minutus|||5,6|7,0|200|7,5|8,5|10|20|22|24
Chindongo saulosi|||7,5|9,0|300|7,5|8,5|10|30|23|27
Chindongo socolofi|||10,0|12,5|300|7,5|8,5|10|30|23|27
Chitala blanci|Poisson-couteau royal|expert|80,0|120,0|1500|6,0|7,5|5|15|23|27
Chitala ornata|Poisson-couteau clown|expert|80,0|100,0|6000|6,0|7,5|3|15|24|28
Chlamydogobius eremius|Gobie du désert||5,0|6,0|50|7,0|8,0|10|20|10|35
Chromobotia macracanthus|Loche-clown, Botia macracantha||30,0|40,0|800|5,0|7,5|1|15|24|30
Chrosomus cumberlandensis|Vairon à flancs noirs||5,0|7,6|200|6,0|7,5|3|10|5|23
Chrosomus erythrogaster|Vairon à ventre rouge|débutant|5,5|9,1|200|6,0|7,5|3|12|2|25
Chrosomus oreas|||5,5|7,2|||||||
Cichla ocellaris|Toukounaré, Kounanni|expert|60,0|75,0|6000|6,0|7,0|3|10|24|29
Cichlasoma araguaiense|||8,0|10,0|120|6,5|7,5|5|20|23|27
Cichlasoma bimaculatum|Acara noir||12,0|18,0|300|6,5|7,0|3|8|16|24
Cichlasoma pusillum|||6,0|7,0|80|6,5|7,5|5|15|22|27
Cincelichthys bocourti|Cichlidé d'or||16,0|22,0|450|7,0|8,0|8|25|25|29
Clarias batrachus|Silure-grenouille||40,0|80,0|450|6,0|8,0|5|30|10|30
Clarias gariepinus|Poisson-chat nord-africain|expert|90,0|170,0|6000|6,5|8,0|5|30|8|35
Cleithracara maronii|Acara Maroni|débutant|10,0|12,0|80|5,0|7,0|1|8|23|29
Clupeichthys aesarnensis|||6,0|7,0|200|5,5|7,5|3|15|22|28
Cobitis taenia|Loche de rivière, Loche épineuse|expert|5,0|13,5|200|7,0|8,0|10|15|14|18
Colomesus asellus|||8,0|12,0|200|5,5|7,5|5|15|22|28
Colomesus psittacus|Compère à bandes|expert|25,0|30,0|450|7,0|8,5|10|30|24|28
Colossoma macropomum|Pacu noir|expert|50,0|100,0|1500|5,0|7,5|1|20|20|29
Congochromis dimidiatus|Perche africaine||6,0|7,0|50|5,0|6,5|1|8|22|26
Congochromis sabinae|||3,8|5,3|50|5,0|7,0|1|8|23|26
Copadichromis azureus|||12,0|15,0|450|7,5|8,5|10|20|22|26
Copadichromis borleyi var. Kadango|||12,0|15,0|450|7,5|8,5|10|25|22|26
Copadichromis chrysonotus|||10,0|12,5|300|7,5|8,5|10|25|23|26
Copadichromis mbenjii|||12,0|15,0|300|7,5|8,5|10|25|23|26
Copadichromis parvus|||8,0|10,0|300|7,5|8,5|10|20|23|27
Copadichromis trimaculatus|||16,0|20,0|450|7,5|8,5|10|25|23|26
Copadichromis verduyni|||9,5|12,0|||||||
Copella arnoldi|Characin arroseur|débutant|3,2|3,8|50|5,5|7,0|1|10|24|29
Copella carsevennensis|Mulet montagne|débutant|3,5|4,0|50|6,0|7,5|3|12|23|27
Copella meinkeni|||4,2|4,8|80|5,0|7,0|1|10|23|27
Copella nattereri|||4,5|5,0|80|5,5|7,5|1|8|23|27
Coptobrycon bilineatus|||2,9|4,1|50|5,5|7,0|1|8|23|27
Corydoras acrensis||débutant|2,5|3,2|50|6,0|8,0|1|20|21|25
Corydoras acutus||débutant|4,0|6,0|80|5,0|8,0|1|25|24|28
Corydoras adolfoi||débutant|5,5|6,5|80|5,0|7,0|1|8|20|26
Corydoras aeneus|Corydoras bronze vert|débutant|5,0|7,0|80|5,0|7,5|1|20|22|28
Corydoras aeneus var. albinos|Corydoras albinos|débutant|6,0|7,5|80|5,5|7,5|1|20|23|28
Corydoras agassizii||débutant|5,0|6,5|80|6,0|7,5|1|20|22|27
Corydoras albolineatus|C056|débutant|3,1|4,0|80|5,5|7,0|1|8|22|28
Corydoras amandajanea|||5,8|6,5|80|5,5|7,5|1|8|22|26
Corydoras amapaensis|Corydoras d'Amapa|débutant|6,2|7,2|120|5,0|7,5|1|10|22|28
Corydoras ambiacus|Corydoras tacheté|débutant|4,5|6,5|80|6,0|8,0|2|25|21|26
Corydoras amphibelus|||3,0|5,0|80|5,5|7,5|1|15|20|25
Corydoras apiaka||débutant|2,4|4,0|80|5,0|7,0|1|10|23|28
Corydoras approuaguensis||débutant|5,0|7,0|120|5,5|7,5|1|20|22|27
Corydoras arcuatus|Corydoras arqué, C020|débutant|4,5|5,5|80|6,0|7,0|1|10|22|26
Corydoras armatus||débutant|5,0|6,5|80|5,0|7,0|2|12|22|26
Corydoras atropersonatus|||4,2|4,8|80|6,0|7,5|1|20|21|24
Corydoras aurofrenatus|CW005|débutant|5,0|5,5|80|5,5|7,5|2|15|20|26
Corydoras axelrodi|Corydoras d'Axelrod|débutant|4,0|5,0|80|5,0|7,0|1|8|22|26
Corydoras baderi|||4,0|4,7|50|6,5|7,5|3|12|22|26
Corydoras bicolor|||2,8|3,2|50|5,0|7,0|1|8|22|26
Corydoras boesemani||débutant|4,0|4,5|80|5,5|7,5|1|15|21|28
Corydoras bondi|C031|débutant|4,2|5,0|80|6,0|7,5|1|15|22|26
Corydoras brevirostris||débutant|5,0|6,0|80|6,0|7,5|1|15|20|25
Corydoras britskii|Brochis de Britski|débutant|7,0|9,0|200|5,5|7,0|1|8|20|26
Corydoras brittoi|Corydoras de Britto|débutant|3,0|4,5|80|5,5|7,0|1|8|21|27
Corydoras burgessi|||4,8|5,5|80|5,0|6,0|1|5|20|28
Corydoras carlae|||4,0|4,5|80|6,5|8,0|1|15|15|22
Corydoras caudimaculatus|Corydoras à tache caudale|débutant|4,0|5,0|80|6,0|7,0|1|5|20|26
Corydoras cochui|C022|débutant|3,0|3,5|50|5,5|7,5|1|10|20|28
Corydoras concolor||débutant|5,0|6,0|80|5,0|7,0|1|8|23|26
Corydoras condiscipulus||débutant|5,1|6,5|80|6,0|7,5|1|12|22|26
Corydoras copei||débutant|3,9|4,8|80|5,0|7,0|1|8|20|26
Corydoras costai||débutant|3,0|4,6|120|5,0|7,5|1|10|24|27
Corydoras cruziensis|C012|débutant|4,0|4,8|80|6,0|8,0|1|15|20|28
Corydoras davidsandsi|||4,0|6,0|80|5,5|7,0|1|8|20|25
Corydoras delphax|Faux Blochi|débutant|4,5|5,5|80|6,0|7,5|3|20|21|27
Corydoras desana|CW011||4,0|5,5|80|5,5|6,5|1|6|23|26
Corydoras difluviatilis||débutant|4,0|5,0|50|5,5|7,0|1|12|21|27
Corydoras diphyes||débutant|4,5|5,0|80|6,0|7,5|1|10|20|24
Corydoras duplicareus||débutant|4,0|5,5|80|6,0|7,5|1|10|20|26
Corydoras ehrhardti|||3,8|4,8|80|6,0|7,5|1|20|18|22
Corydoras elegans|Corydoras élégant||4,8|5,5|80|6,0|7,5|3|15|22|25
Corydoras eques||débutant|4,8|5,5|80|5,5|7,5|1|15|22|27
Corydoras eversi|C065||4,0|5,5|80|5,5|7,0|1|8|23|29
Corydoras fowleri||débutant|5,8|6,8|120|5,5|7,5|1|8|21|24
Corydoras froehlichi||débutant|5,0|6,0|80|5,5|7,5|1|10|20|26
Corydoras garbei||débutant|4,5|5,0|80|5,5|7,5|2|20|20|25
Corydoras geoffroy||débutant|6,5|7,5|200|5,0|7,5|2|15|22|26
Corydoras geryi||débutant|5,5|7,0|200|5,5|8,0|2|20|22|26
Corydoras gladysae|||3,0|3,8|50|7,5|8,5|8|30|8|18
Corydoras gossei|Corydoras pâle tacheté|débutant|5,0|5,6|80|6,0|7,0|1|10|22|26
Corydoras gracilis|Corydoras gracile|débutant|2,2|2,6|50|5,0|8,0|1|20|22|27
Corydoras gryphus|CW024, C007|débutant|3,3|3,8|50|5,5|7,0|1|8|23|25
Corydoras guapore||débutant|4,5|5,6|120|6,0|7,5|1|10|22|27
Corydoras habrosus|Corydoras sel et poivre|débutant|2,0|3,2|50|5,0|7,0|1|8|20|26
Corydoras haraldschultzi|Corydoras mosaïque|débutant|7,5|8,5|200|5,0|7,0|1|8|24|28
Corydoras hastatus|Corydoras nain|débutant|2,2|2,6|50|5,5|7,5|1|12|22|28
Corydoras hephaestus|Corydoras d'Héphaïstos, Corydoras boule de feu|débutant|1,9|3,5|50|5,5|7,5|1|10|22|28
Corydoras imitator|Corydoras mimétique||5,3|6,3|120|5,0|6,5|1|5|20|26
Corydoras incolicana|C001|débutant|6,0|7,8|200|5,0|7,5|2|12|20|26
Corydoras julii||débutant|4,8|5,2|80|5,0|7,5|1|10|20|27
Corydoras kanei|C026, C046|débutant|3,5|4,0|80|5,0|7,0|1|8|20|23
Corydoras knaacki|CW032|débutant|3,0|4,0|80|5,0|7,0|1|8|22|26
Corydoras kristinae|C042|débutant|6,5|7,5|200|6,0|7,5|1|8|22|26
Corydoras lacrimostigmata||débutant|2,8|3,4|50|6,0|7,5|2|12|20|26
Corydoras lamberti|C009|débutant|5,0|5,5|80|6,0|8,0|1|12|20|26
Corydoras latus||débutant|4,8|5,2|80|6,0|8,0|2|25|22|26
Corydoras leopardus|Corydoras léopard, C102||6,0|7,5|120|6,0|8,0|1|25|20|25
Corydoras leucomelas|Corydoras à nageoires noires|débutant|4,5|5,5|80|5,0|6,5|1|8|25|30
Corydoras loretoensis|||3,6|4,3|80|6,0|7,0|1|6|20|24
Corydoras loxozonus|C079, C082, C083, Poisson-chat de Decker|débutant|5,0|5,5|80|6,0|7,5|1|15|22|26
Corydoras lymnades||débutant|2,6|3,3|50|5,0|7,0|1|10|22|26
Corydoras mamore|C011||4,5|5,0|120|6,0|7,0|1|8|23|25
Corydoras melanistius|Corydoras à points bleus||4,0|6,0|80|5,5|7,0|1|10|22|26
Corydoras melanotaenia|||5,0|5,8|80|6,0|7,5|5|20|22|26
Corydoras melini||débutant|4,2|5,0|80|5,0|7,0|1|8|22|27
Corydoras metae|Corydoras bandit|débutant|4,5|5,0|80|5,5|7,5|1|8|23|26
Corydoras nanus|Corydoras court||4,0|4,5|80|6,0|7,5|2|25|22|26
Corydoras napoensis|||3,8|4,2|120|6,0|7,5|1|20|22|26
Corydoras narcissus|Corydoras à long nez|débutant|6,2|7,0|200|6,0|7,5|2|15|22|26
Corydoras nattereri|Corydoras bleu||5,0|6,0|80|6,0|7,5|1|15|20|23
Corydoras nijsseni|C111|débutant|3,0|5,0|80|5,0|7,0|1|8|22|26
Corydoras oiapoquensis||débutant|4,5|5,5|80|6,0|7,5|1|8|23|28
Corydoras orphnopterus|||5,5|7,0|120|6,0|8,0|1|30|19|25
Corydoras ortegai|CW031|débutant|4,0|4,8|80|6,0|7,0|1|8|24|25
Corydoras ourastigma||débutant|6,0|6,5|120|6,0|7,5|1|8|24|26
Corydoras paleatus|Corydoras poivré|débutant|6,0|8,0|120|5,5|7,5|1|15|18|26
Corydoras panda||débutant|3,0|4,0|80|5,0|7,0|1|8|19|28
Corydoras pantanalensis|C005|débutant|6,0|8,0|200|6,5|7,5|1|10|22|26
Corydoras pastazensis|Corydoras de Pastaza|débutant|6,0|7,0|200|6,0|7,5|1|25|22|26
Corydoras pavanelliae||débutant|3,5|5,0|80|5,5|7,0|1|8|21|27
Corydoras petracinii|||3,5|4,5|80|7,5|8,5|8|30|10|20
Corydoras pinheiroi|C025||5,7|6,5|200|5,5|6,5|1|5|25|28
Corydoras polystictus||débutant|3,5|5,0|80|6,0|7,5|2|25|20|25
Corydoras pulcher||débutant|5,0|6,5|120|6,0|7,5|2|25|21|24
Corydoras pygmaeus|Corydoras pygmée|débutant|2,0|2,5|50|5,0|7,5|1|12|22|27
Corydoras rabauti||débutant|4,5|5,5|80|5,5|7,0|1|12|23|25
Corydoras reticulatus|Poisson-chat réticulé|débutant|5,5|6,1|80|5,5|7,5|2|25|22|26
Corydoras reynoldsi||débutant|2,8|3,5|50|6,0|7,5|1|15|22|26
Corydoras robineae|||4,0|5,0|120|6,5|7,5|1|10|20|26
Corydoras robustus||débutant|6,5|9,5|200|6,0|7,5|1|10|22|26
Corydoras sarareensis|C023||4,0|6,5|120|5,0|7,5|2|20|18|24
Corydoras schwartzi||débutant|6,0|7,0|120|5,5|7,5|1|12|23|27
Corydoras semiaquilus||débutant|6,0|8,0|200|5,0|7,5|1|8|22|26
Corydoras septentrionalis||débutant|5,5|6,5|120|5,0|7,0|1|8|21|28
Corydoras similis||débutant|3,5|5,5|80|5,0|7,0|1|8|21|27
Corydoras simulatus||débutant|4,5|6,0|80|5,5|7,5|1|15|20|25
Corydoras sodalis|Poisson-chat à faux réseau||4,0|5,0|80|6,0|7,5|2|25|22|26
Corydoras solox||débutant|5,8|6,5|120|5,0|7,5|1|10|22|28
Corydoras spectabilis|Corydoras millénium|débutant|4,5|6,0|80|6,0|7,5|1|10|23|27
Corydoras spilurus|Corydoras à gorge rose|débutant|5,0|6,5|120|5,5|8,0|1|30|22|26
Corydoras splendens|Poisson-chat émeraude|débutant|6,0|8,0|200|5,0|6,5|1|8|20|28
Corydoras steindachneri|||4,5|5,2|80|7,0|7,5|5|30|20|24
Corydoras stenocephalus|C017|débutant|6,0|6,5|120|6,0|8,0|1|20|22|26
Corydoras sterbai||débutant|6,0|7,0|120|5,0|7,0|1|8|22|27
Corydoras surinamensis|Poisson-chat du Surinam|débutant|4,5|5,5|80|6,0|8,0|2|25|22|26
Corydoras sychri||débutant|3,6|6,0|80|6,0|7,5|1|20|22|26
Corydoras treitlii|||5,5|7,0|200|6,0|8,0|2|25|20|24
Corydoras trilineatus|Corydoras à trois bandes|débutant|5,2|6,1|80|5,5|7,5|1|12|22|26
Corydoras tukano|C064|débutant|4,0|4,5|80|5,5|7,5|1|15|22|26
Corydoras undulatus||débutant|4,2|4,8|120|6,0|7,5|1|20|22|26
Corydoras urucu|||2,5|3,0|50|5,5|7,0|1|8|20|24
Corydoras venezuelanus var. Orange||débutant|4,5|5,5|80|6,0|7,0|1|8|19|25
Corydoras virginiae|C004|débutant|5,0|6,0|80|6,0|7,5|1|10|22|27
Corydoras vittatus||débutant|3,6|6,0|80|6,0|7,5|2|12|22|26
Corydoras weitzmani|||4,5|5,5|80|6,5|7,5|5|15|22|26
Corydoras xinguensis|C105, C107, C108, C055 et C106|débutant|3,2|4,5|80|6,0|7,5|1|10|22|27
Corydoras zawadzkii|||3,5|5,0|80|5,0|6,5|1|8|22|27
Corydoras zygatus|Corydoras à barre noire|débutant|5,0|6,0|80|6,0|7,5|2|25|16|25
Corynopoma riisei|Tétra-xipho||4,2|4,8|120|6,0|7,5|1|12|22|28
Crenicichla alta|||12,0|16,0|200|6,0|7,5|1|10|24|27
Crenicichla gillmorlisi||expert|10,0|18,0|300|5,0|6,5|1|5|23|27
Crenicichla lucenai|||10,0|14,5|120|5,5|7,0|1|10|22|28
Crenicichla regani|Cichlidé-brochet nain||6,0|8,0|120|5,5|7,0|1|5|24|28
Crenicichla saxatilis|Cichlidé brochet à queue en anneau|expert|15,0|22,0|450|7,0|8,0|5|20|25|30
Crenicichla taikyra|||10,0|12,0|200|6,5|7,5|3|10|24|29
Crenicichla ypo||expert|10,0|14,0|200|5,5|7,0|1|8|23|27
Crenuchus spilurus|Tétra voilier||5,5|6,0|50|5,0|6,5|1|5|23|29
Crossocheilus nigriloba||débutant|12,0|15,0|300|6,0|7,5|3|15|22|25
Crossocheilus oblongus|Mangeur d'algues siamois, barbeau à raie noire||12,0|16,0|300|5,5|8,5|1|30|23|26
Crossocheilus reticulatus|Barbeau réticulé|débutant|15,0|17,0|450|6,5|7,5|5|12|22|26
Cryptoheros cutteri|||10,0|13,0|200|6,0|7,5|1|10|21|27
Cryptoheros spilurus|Cichlidé aux yeux bleus||8,0|12,0|200|6,0|7,5|3|12|22|32
Ctenochromis polli|||5,0|8,0|300|6,5|8,5|8|20|23|28
Ctenopoma weeksii|Anabas oxyrhynchus||10,0|12,0|120|6,0|7,5|3|12|24|28
Ctenops nobilis|Gourami fragile||9,0|10,0|120|6,0|7,5|1|12|20|24
Cyanogaster noctivaga||expert|1,4|1,6|50|5,0|6,0|1|3|24|26
Cyathochromis obliquidens|||12,0|15,0|300|7,5|8,5|10|25|23|27
Cyathopharynx furcifer|||18,0|21,0|450|7,5|8,5|10|25|23|27
Cynodonichthys tenuis|||5,0|6,5|20|6,0|7,0|3|8|22|28
Cynopoecilus melanotaenia||expert|2,6|5,0|50|5,0|6,5|1|5|18|24
Cynotilapia afra|||9,0|11,0|450|8,0|9,0|10|25|23|27
Cynotilapia aurifrons|||6,5|7,5|450|7,5|8,5|10|20|22|28
Cynotilapia axelrodi|||7,0|9,0|200|7,5|8,5|10|25|23|27
Cynotilapia chilundu||expert|6,0|8,3|450|7,5|8,5|10|20|23|26
Cynotilapia zebroides||expert|7,5|9,3|450|7,5|8,5|10|20|23|26
Cyphotilapia frontosa|Cichlidé Napoléon|débutant|25,0|35,0|450|7,5|8,5|10|30|23|28
Cyphotilapia gibberosa|Cypho à tête noire, Cypho à 5 barres||20,0|28,0|800|7,5|8,5|10|25|22|25
Cyprichromis microlepidotus|||6,0|9,0|300|7,5|8,5|10|30|23|25
Cyprinella lutrensis|Cyprin américain à nageoires rouges||8,0|9,0|300|7,0|7,5|10|20|15|25
Cyprinella venusta|Méné à queue noire||10,0|20,0|450|6,0|7,5|3|15|18|22
Cyprinodon desquamator||expert|2,5|3,1|50|8,0|9,0|20|30|24|30
Cyprinodon macularius|Poisson mordeur du désert|expert|4,0|7,2|80|5,0|9,0|3|20|4|45
Cyprinus acutidorsalis|||25,0|30,0|1500|6,0|8,0|5|25|12|24
Cyprinus carpio|Carpe commune, carpe miroir, carpe cuir, carpe koï|débutant|40,0|80,0|1500|6,5|9,0|5|30|5|25
Cyprinus longipectoralis||expert|30,0|40,0|6000|6,0|7,5|5|15|5|15
Cyprinus rubrofuscus|||25,0|40,0|800|6,0|8,0|3|20|18|28
Cyrtocara moorii|Cichlidé dauphin bleu||16,0|23,0|450|7,5|8,5|10|30|23|27
Danakilia dinicolai||expert|7,0|9,0|120|7,0|9,0|15|30|29|45
Danakilia franchettii||expert|8,0|12,0|200|8,0|9,0|15|30|28|33
